ticker,rs_1m,rs_3m,rs_6m,above_50d,above_200d,range_pos_20d,move_1m_sigma,vol_20d,drawdown_1y,volume_surge,composite
COF,-0.07332361291034895,-0.012007451147979076,-0.02543074774026377,-0.046448367095733634,-0.017504739957832527,0.021126719816167202,-1.0537044557687432,0.013543228956371096,-0.2060266188072516,0.8918566031600745,0.40785250938886997
VBR,-0.039989094130763125,-0.018285204178870362,-0.04955926305536207,-0.032156925563481376,0.03295301987284183,0.0,-1.5809444407303301,0.006053359867486705,-0.05531271543504768,1.057183420581127,0.40775008535336293
HYFM,-0.12705326312096366,0.045860690954757866,-0.2646170474238829,-0.08308343896037407,-0.2142853307211905,0.615847021232937,-0.07744759703862057,0.05039122902590473,-0.7263112420542887,0.04571363800699543,0.4075793786275179
RELX,-0.038564989980507614,0.059927977547090006,-0.1454187251354786,-0.04171680132874811,-0.03391395007522524,0.0,-0.4645273619670172,0.024662808278106445,-0.2811537907836793,0.8300558366450891,0.407476954592011
IJS,-0.039279998926436854,-0.030644023998560366,-0.019892150913140227,-0.035779216235732214,0.04059977405535409,0.0,-1.4120450975944305,0.00616041051130421,-0.062385026312765435,1.01997582516252,0.40720382383065895
CR,-0.04351921829939176,-0.09929560021295492,-0.023641903094281824,-0.06664583492138687,0.009612259220800556,0.15620712797378772,-0.6252239836109453,0.01305864364017283,-0.12619794866861012,0.8985925360786731,0.4068965517241379
MGRC,-0.053291909087273215,-0.07793195557312815,-0.10400202462051578,-0.044523396128881454,-0.010903491381703212,0.19665221656845283,-1.1146334104954185,0.007934923801326843,-0.09702834407663985,0.7917731980598014,0.4068282690338
SIRI,-0.0378532446380655,-0.036831864169796114,0.08212290948096901,-0.06903301132509643,0.0917690557855777,0.0,-0.5104350030249987,0.022656574115138696,-0.15437940400786565,0.9284319601009384,0.40576988733356095
AHR,-0.04567048746770741,0.1064184821032057,-0.12999359120966725,-0.05619739757413367,0.031064425362760772,0.0,-0.7047896250817756,0.010951186596485845,-0.09650033917231382,0.9128173058639286,0.4054284738818709
ADT,-0.04938125609490562,0.03685703181860189,-0.09655258288994983,-0.04358023096000818,-0.03743134850890051,0.0,-0.7619138549566222,0.011841883389744649,-0.1946334718953341,0.8926384705289443,0.404882212359167
