ticker,edge,horizon,p10,p25,p50,p75,p90,hit_rate,hit_alpha,hit_self,hit_rate_dc,hit_alpha_dc,hit_self_dc,n_obs,n_episodes,sector,industry,name,beta
TPL,0.1654249653923774,120d,-0.2764499937042979,-0.11629839466793523,0.38944882380884205,0.4850019870365824,0.6660663393240441,0.6333333333333333,0.633,0.6,0.5,0.5,0.4,30,10,Energy,,Texas Pacific Land Corporation,1.03
ATRO,0.16493786234443697,120d,0.09403299122769793,0.24818077056729,0.48900623123576537,0.7927084621806659,0.9439164308905247,0.9666666666666667,0.9,0.633,1.0,0.9,0.7,30,10,Defense,Aerospace & Defense,Astronics Corporation,1.36
BA,0.14841903171578363,120d,-0.13657528195870655,-0.03443364635223309,0.13936018486448964,0.2008087104664935,0.28340181670674497,0.7333333333333333,0.567,0.733,0.8,0.5,0.8,30,10,Defense,Aerospace & Defense,The Boeing Company,1.07
FIVE,0.13863013948224467,120d,-0.6233550653755554,-0.18405155245927537,0.2750868171310592,0.45298960443403574,0.4856686818266784,0.6,0.6,0.6,0.8,0.8,0.8,30,10,Consumer Discretionary,,"Five Below, Inc.",1.29
VRSN,0.13743149937658283,120d,-0.09412034002299777,-0.04578398602980338,0.1944256486187259,0.29226519777074766,0.36077287722378565,0.6666666666666666,0.667,0.667,0.6,0.6,0.6,30,10,Technology,,"VeriSign, Inc.",0.36
CHYM,0.13726923491500537,120d,-0.24931780910148707,-0.2127794907939743,-0.022107211114513303,0.24846269965209844,0.3026703884274898,0.42857142857142855,0.429,0.571,0.333,0.333,0.333,7,3,Technology,Software - Application,"Chime Financial, Inc.",1.48
IRTC,0.13549750237736435,120d,-0.3796398950408301,-0.3411427216209439,0.22980763735064413,0.44851389739840214,0.5128294139116023,0.5333333333333333,0.533,0.533,0.6,0.6,0.6,30,10,Healthcare,,"iRhythm Holdings, Inc.",0.91
ALNY,0.13433295381412413,120d,-0.31881394148506215,-0.14879214409575156,0.18300442423147445,0.5782546155705656,0.765464153845334,0.6666666666666666,0.667,0.567,0.6,0.6,0.5,30,10,Biotech,Biotechnology,"Alnylam Pharmaceuticals, Inc.",0.71
PM,0.13204295754709516,120d,0.10227496588148827,0.14709588181691186,0.27361928078495446,0.3350970106795849,0.36870206282590556,0.9333333333333333,0.9,0.767,0.8,0.8,0.6,30,10,Consumer Staples,,Philip Morris International Inc.,0.1
LGN,0.12107222426710784,120d,0.8252981872768005,0.8735575487087204,0.9566510224606539,1.061904275697501,1.4049395424805429,1.0,1.0,0.833,1.0,1.0,0.5,6,2,Industrials,,Legence Corp.,2.08
NEM,0.11996934690283778,120d,-0.11491470524684633,0.2168650055178346,0.4056829727697593,0.4994816434453603,0.5563172031365449,0.8,0.8,0.633,0.8,0.8,0.6,30,10,Materials,,Newmont Corporation,0.79
STX,0.11488943556191589,120d,-0.17519797267616483,0.08375957526247202,0.4869981463373152,1.0212678113848828,1.6397478684497893,0.8333333333333334,0.733,0.533,0.9,0.9,0.7,30,10,Technology,,Seagate Technology Holdings plc,1.55
