run_date,ticker,horizon,predicted_edge,sector,p10,p90
2026-04-24,SATS,20d,0.302633,Communication Services,-0.031493,0.830248
2026-04-24,SOFI,20d,0.322268,Financials,-0.094447,0.415585
2026-04-24,UPST,20d,0.390549,Financials,-0.12962,0.83606
2026-04-24,VSAT,20d,0.297367,Technology,-0.180611,0.712676
2026-04-24,W,20d,0.21921,Consumer Discretionary,-0.090964,0.349631
2026-04-24,AFRM,60d,0.365828,Financials,-0.196318,0.587186
2026-04-24,AMD,60d,0.39593,Semiconductors,-0.273885,0.51065
2026-04-24,APLS,60d,0.454888,Biotech,-0.278339,0.586159
2026-04-24,BLD,60d,0.337018,Industrials,-0.195363,0.505876
2026-04-24,BLDR,60d,0.340593,Industrials,-0.254829,0.404327
2026-04-24,CELH,60d,0.377363,Consumer Staples,-0.138103,0.657976
2026-04-24,CG,60d,0.333178,Financials,-0.058636,0.432797
2026-04-24,ETH,60d,0.702671,,-0.39495,0.793444
2026-04-24,ETHA,60d,0.697927,,-0.395302,0.793598
2026-04-24,ETHE,60d,0.42213,,-0.122387,0.746342
2026-04-24,FETH,60d,0.70274,,-0.395155,0.793256
2026-04-24,HOOD,60d,0.436011,Financials,0.211321,0.806133
2026-04-24,IBP,60d,0.521824,Consumer Discretionary,-0.249915,0.714053
2026-04-24,INDV,60d,0.287425,Healthcare,-0.152213,1.021323
2026-04-24,KSS,60d,0.293338,Consumer Discretionary,-0.229965,0.848389
2026-04-24,LIF,60d,0.342734,Technology,-0.141291,0.435358
2026-04-24,LQDA,60d,0.571875,Healthcare,0.077252,1.123912
2026-04-24,MEDP,60d,0.439049,Healthcare,-0.039553,0.593448
2026-04-24,MHK,60d,0.334507,Consumer Discretionary,-0.14753,0.358199
2026-04-24,MOD,60d,0.297212,Consumer Discretionary,-0.161295,0.732909
2026-04-24,POWL,60d,0.301168,Industrials,-0.11479,1.091781
2026-04-24,RDDT,60d,0.882947,Communication Services,0.033739,1.342523
2026-04-24,RYTM,60d,0.334785,Biotech,-0.114256,0.607801
2026-04-24,Z,60d,0.322609,Communication Services,-0.112652,0.397977
2026-04-24,AEO,120d,0.369995,Consumer Discretionary,-0.413421,0.908449
2026-04-24,APGE,120d,0.534932,Biotech,-0.187938,2.000534
2026-04-24,CGON,120d,0.551695,Biotech,-0.301922,0.663823
2026-04-24,CYTK,120d,0.808591,Biotech,-0.336608,1.113542
2026-04-24,ERO,120d,0.378588,Materials,-0.232117,0.864149
2026-04-24,FSLR,120d,0.45024,Energy Transition,-0.247639,0.631021
2026-04-24,INSM,120d,0.507517,Healthcare,-0.059447,1.920715
2026-04-24,KRYS,120d,0.478913,Biotech,-0.097125,0.656767
2026-04-24,MEDP,120d,0.443802,Healthcare,-0.11298,1.01106
2026-04-24,MKSI,120d,0.488966,Technology,-0.22809,0.724525
2026-04-24,PRAX,120d,0.954557,Healthcare,-0.42184,3.875497
2026-04-24,PSTG,120d,0.43529,Technology,-0.006441,0.665441
2026-04-24,RVMD,120d,0.448834,Healthcare,-0.195926,0.888712
2026-04-24,SMTC,120d,0.369141,Technology,-0.196642,1.476759
2026-04-24,STRL,120d,0.377909,Industrials,-0.030299,1.055852
2026-04-24,TER,120d,0.373174,Technology,-0.258412,1.11178
2026-04-24,VKTX,120d,0.360092,Biotech,-0.474634,4.992616
2026-04-24,W,120d,0.427112,Consumer Discretionary,-0.239737,1.484091
2026-04-27,COGT,5d,0.083474,Biotech,-0.066773,0.225383
2026-04-27,AFRM,20d,0.236466,Financials,-0.090884,0.823434
2026-04-27,BBWI,20d,0.220679,Consumer Discretionary,-0.157873,0.420841
2026-04-27,COIN,20d,0.391875,Financials,-0.04829,0.53473
2026-04-27,EL,20d,0.196458,Consumer Staples,-0.143574,0.256886
2026-04-27,ELF,20d,0.227185,Consumer Staples,-0.027012,0.400909
2026-04-27,FLNC,20d,0.230473,Utilities,-0.082428,0.727948
2026-04-27,HOOD,20d,0.242221,Financials,0.038132,0.562723
2026-04-27,INSM,20d,0.273252,Healthcare,-0.045507,0.654419
2026-04-27,KYMR,20d,0.214334,Biotech,-0.128855,0.48163
2026-04-27,MP,20d,0.199196,Materials,-0.250963,0.683012
2026-04-27,QXO,20d,0.262367,Industrials,-0.078511,2.550699
2026-04-27,SATS,20d,0.285426,Communication Services,-0.074571,0.830248
2026-04-27,SIG,20d,0.194935,Consumer Discretionary,-0.145438,0.304054
2026-04-27,SOFI,20d,0.311258,Financials,-0.094136,0.415585
2026-04-27,UPST,20d,0.368091,Financials,-0.134066,0.83606
2026-04-27,VSAT,20d,0.279444,Technology,-0.241752,0.712676
2026-04-27,W,20d,0.21508,Consumer Discretionary,-0.207433,0.349631
2026-04-27,AFRM,60d,0.355168,Financials,-0.165122,0.587186
2026-04-27,AMD,60d,0.39593,Semiconductors,-0.273885,0.572357
2026-04-27,APLS,60d,0.446008,Biotech,-0.260555,0.563795
2026-04-27,BLD,60d,0.315921,Industrials,-0.195363,0.483829
2026-04-27,BLDR,60d,0.321528,Industrials,-0.254829,0.404327
2026-04-27,CELH,60d,0.349799,Consumer Staples,-0.252668,0.657976
2026-04-27,CG,60d,0.325392,Financials,-0.058636,0.430977
2026-04-27,ETH,60d,0.696306,,-0.397581,0.78023
2026-04-27,ETHA,60d,0.691088,,-0.397864,0.780488
2026-04-27,ETHE,60d,0.42213,,-0.178233,0.729892
2026-04-27,FETH,60d,0.697229,,-0.397597,0.780868
2026-04-27,HOOD,60d,0.42753,Financials,0.179402,0.806133
2026-04-27,IBP,60d,0.507225,Consumer Discretionary,-0.249915,0.654819
2026-04-27,INDV,60d,0.287425,Healthcare,-0.186389,0.988742
2026-04-27,KSS,60d,0.287402,Consumer Discretionary,-0.229965,0.848389
2026-04-27,LIF,60d,0.340066,Technology,-0.152879,0.429047
2026-04-27,LQDA,60d,0.545344,Healthcare,0.077252,1.123912
2026-04-27,MEDP,60d,0.434417,Healthcare,-0.039553,0.575538
2026-04-27,MHK,60d,0.332186,Consumer Discretionary,-0.14753,0.358199
2026-04-27,MOD,60d,0.290041,Consumer Discretionary,-0.161295,0.732909
2026-04-27,POWL,60d,0.287397,Industrials,-0.11479,1.091781
2026-04-27,RDDT,60d,0.882947,Communication Services,-0.050878,1.342523
2026-04-27,RYTM,60d,0.316831,Biotech,-0.114092,0.588644
2026-04-27,Z,60d,0.297409,Communication Services,-0.096782,0.397977
2026-04-27,APGE,120d,0.537884,Biotech,-0.187938,2.000534
2026-04-27,CENX,120d,0.345038,Materials,0.117621,1.248704
2026-04-27,CGON,120d,0.500265,Biotech,-0.301922,0.662407
2026-04-27,CYTK,120d,0.791138,Biotech,-0.301035,1.110155
2026-04-27,ERO,120d,0.378588,Materials,-0.248455,0.864149
2026-04-27,ETH,120d,0.343024,,-0.26025,0.372633
2026-04-27,FETH,120d,0.342732,,-0.259292,0.369502
2026-04-27,FSLR,120d,0.45024,Energy Transition,-0.247639,0.643137
2026-04-27,KRYS,120d,0.461896,Biotech,-0.097125,0.637783
2026-04-27,MEDP,120d,0.439063,Healthcare,-0.11298,0.99192
2026-04-27,MKSI,120d,0.478208,Technology,-0.22809,0.724947
2026-04-27,MU,120d,0.359067,Technology,-0.09609,1.425956
2026-04-27,PRAX,120d,0.954557,Healthcare,-0.42184,3.630912
2026-04-27,PSTG,120d,0.438172,Technology,-0.081926,0.683334
2026-04-27,RVMD,120d,0.391466,Healthcare,-0.195926,0.888712
2026-04-27,SMTC,120d,0.407228,Technology,-0.196642,1.476759
2026-04-27,STRL,120d,0.375862,Industrials,-0.030299,1.055852
2026-04-27,SVIX,120d,0.357189,,-0.413849,0.3732
2026-04-27,TER,120d,0.373174,Technology,-0.258412,1.121836
2026-04-27,W,120d,0.360527,Consumer Discretionary,-0.407428,1.513542
2026-04-27,ZETA,120d,0.476504,Technology,-0.370393,1.103062
2026-04-28,COGT,5d,0.083474,Biotech,-0.066773,0.225383
2026-04-28,AFRM,20d,0.236466,Financials,-0.090884,0.823434
2026-04-28,BBWI,20d,0.220679,Consumer Discretionary,-0.157873,0.420841
2026-04-28,COIN,20d,0.391875,Financials,-0.04829,0.53473
2026-04-28,EL,20d,0.196458,Consumer Staples,-0.143574,0.256886
2026-04-28,ELF,20d,0.227185,Consumer Staples,-0.027012,0.400909
2026-04-28,FLNC,20d,0.230473,Utilities,-0.082428,0.727948
2026-04-28,HOOD,20d,0.242221,Financials,0.038132,0.562723
2026-04-28,INSM,20d,0.273252,Healthcare,-0.045507,0.654419
2026-04-28,KYMR,20d,0.214334,Biotech,-0.128855,0.48163
2026-04-28,MP,20d,0.199196,Materials,-0.250963,0.683012
2026-04-28,QXO,20d,0.262367,Industrials,-0.078511,2.550699
2026-04-28,SATS,20d,0.285426,Communication Services,-0.074571,0.830248
2026-04-28,SIG,20d,0.194935,Consumer Discretionary,-0.145438,0.304054
2026-04-28,SOFI,20d,0.311258,Financials,-0.094136,0.415585
2026-04-28,UPST,20d,0.368091,Financials,-0.134066,0.83606
2026-04-28,VSAT,20d,0.279444,Technology,-0.241752,0.712676
2026-04-28,W,20d,0.21508,Consumer Discretionary,-0.207433,0.349631
2026-04-28,AFRM,60d,0.355168,Financials,-0.165122,0.587186
2026-04-28,AMD,60d,0.39593,Semiconductors,-0.273885,0.572357
2026-04-28,APLS,60d,0.446008,Biotech,-0.260555,0.563795
2026-04-28,BLD,60d,0.315921,Industrials,-0.195363,0.483829
2026-04-28,BLDR,60d,0.321528,Industrials,-0.254829,0.404327
2026-04-28,CELH,60d,0.349799,Consumer Staples,-0.252668,0.657976
2026-04-28,CG,60d,0.325392,Financials,-0.058636,0.430977
2026-04-28,ETH,60d,0.696306,,-0.397581,0.78023
2026-04-28,ETHA,60d,0.691088,,-0.397864,0.780488
2026-04-28,ETHE,60d,0.42213,,-0.178233,0.729892
2026-04-28,FETH,60d,0.697229,,-0.397597,0.780868
2026-04-28,HOOD,60d,0.42753,Financials,0.179402,0.806133
2026-04-28,IBP,60d,0.507225,Consumer Discretionary,-0.249915,0.654819
2026-04-28,INDV,60d,0.287425,Healthcare,-0.186389,0.988742
2026-04-28,KSS,60d,0.287402,Consumer Discretionary,-0.229965,0.848389
2026-04-28,LIF,60d,0.340066,Technology,-0.152879,0.429047
2026-04-28,LQDA,60d,0.545344,Healthcare,0.077252,1.123912
2026-04-28,MEDP,60d,0.434417,Healthcare,-0.039553,0.575538
2026-04-28,MHK,60d,0.332186,Consumer Discretionary,-0.14753,0.358199
2026-04-28,MOD,60d,0.290041,Consumer Discretionary,-0.161295,0.732909
2026-04-28,POWL,60d,0.287397,Industrials,-0.11479,1.091781
2026-04-28,RDDT,60d,0.882947,Communication Services,-0.050878,1.342523
2026-04-28,RYTM,60d,0.316831,Biotech,-0.114092,0.588644
2026-04-28,Z,60d,0.297409,Communication Services,-0.096782,0.397977
2026-04-28,APGE,120d,0.537884,Biotech,-0.187938,2.000534
2026-04-28,CENX,120d,0.345038,Materials,0.117621,1.248704
2026-04-28,CGON,120d,0.500265,Biotech,-0.301922,0.662407
2026-04-28,CYTK,120d,0.791138,Biotech,-0.301035,1.110155
2026-04-28,ERO,120d,0.378588,Materials,-0.248455,0.864149
2026-04-28,ETH,120d,0.343024,,-0.26025,0.372633
2026-04-28,FETH,120d,0.342732,,-0.259292,0.369502
2026-04-28,FSLR,120d,0.45024,Energy Transition,-0.247639,0.643137
2026-04-28,KRYS,120d,0.461896,Biotech,-0.097125,0.637783
2026-04-28,MEDP,120d,0.439063,Healthcare,-0.11298,0.99192
2026-04-28,MKSI,120d,0.478208,Technology,-0.22809,0.724947
2026-04-28,MU,120d,0.359067,Technology,-0.09609,1.425956
2026-04-28,PRAX,120d,0.954557,Healthcare,-0.42184,3.630912
2026-04-28,PSTG,120d,0.438172,Technology,-0.081926,0.683334
2026-04-28,RVMD,120d,0.391466,Healthcare,-0.195926,0.888712
2026-04-28,SMTC,120d,0.407228,Technology,-0.196642,1.476759
2026-04-28,STRL,120d,0.375862,Industrials,-0.030299,1.055852
2026-04-28,SVIX,120d,0.357189,,-0.413849,0.3732
2026-04-28,TER,120d,0.373174,Technology,-0.258412,1.121836
2026-04-28,W,120d,0.360527,Consumer Discretionary,-0.407428,1.513542
2026-04-28,ZETA,120d,0.476504,Technology,-0.370393,1.103062
2026-04-29,UPST,5d,0.094654,Financials,-0.075794,0.267837
2026-04-29,APGE,20d,0.27836,Biotech,-0.033526,0.848177
2026-04-29,COIN,20d,0.374357,Financials,-0.183472,0.559598
2026-04-29,CVNA,20d,0.164508,Consumer Discretionary,-0.192581,0.779167
2026-04-29,DAVE,20d,0.191653,Technology,-0.045036,0.515713
2026-04-29,ELF,20d,0.171743,Consumer Staples,-0.027012,0.302115
2026-04-29,HOOD,20d,0.242221,Financials,0.016784,0.544293
2026-04-29,MSTR,20d,0.162116,Technology,-0.220141,1.145872
2026-04-29,QXO,20d,0.183721,Industrials,-0.094828,2.550699
2026-04-29,RDDT,20d,0.252011,Communication Services,0.111981,0.55001
2026-04-29,TLRY,20d,0.189364,Healthcare,-0.14655,0.433185
2026-04-29,UPST,20d,0.261101,Financials,-0.223787,0.836784
2026-04-29,W,20d,0.186364,Consumer Discretionary,-0.083176,0.358893
2026-04-29,AMD,60d,0.314944,Semiconductors,-0.273885,0.564628
2026-04-29,AMR,60d,0.265798,Materials,-0.282841,0.484058
2026-04-29,APGE,60d,0.333148,Biotech,-0.222563,1.053
2026-04-29,APP,60d,0.263937,Communication Services,0.022503,0.791784
2026-04-29,BLDR,60d,0.271112,Industrials,-0.254829,0.404327
2026-04-29,CAVA,60d,0.285768,Consumer Discretionary,-0.332437,0.63511
2026-04-29,CELH,60d,0.383466,Consumer Staples,-0.104864,0.647168
2026-04-29,CVNA,60d,0.331435,Consumer Discretionary,-0.108338,1.212822
2026-04-29,DAVE,60d,0.653693,Technology,-0.052165,3.244249
2026-04-29,ETH,60d,0.61103,,-0.408103,0.732995
2026-04-29,ETHA,60d,0.606981,,-0.408111,0.732528
2026-04-29,ETHE,60d,0.267771,,-0.131296,0.719605
2026-04-29,FETH,60d,0.611367,,-0.407366,0.730708
2026-04-29,IBP,60d,0.367168,Consumer Discretionary,-0.249915,0.622199
2026-04-29,LIF,60d,0.318863,Technology,-0.199231,0.412982
2026-04-29,LQDA,60d,0.425643,Healthcare,-0.181764,1.069546
2026-04-29,MEDP,60d,0.382423,Healthcare,-0.039553,0.569822
2026-04-29,MSTR,60d,0.257068,Technology,-0.26633,1.099313
2026-04-29,RDDT,60d,0.847531,Communication Services,0.070796,1.325865
2026-04-29,VKTX,60d,0.508193,Biotech,-0.386598,3.196133
2026-04-29,APGE,120d,0.532425,Biotech,-0.184046,1.969123
2026-04-29,CAVA,120d,0.321704,Consumer Discretionary,-0.423868,1.336115
2026-04-29,CGON,120d,0.483767,Biotech,-0.287732,0.699328
2026-04-29,CVNA,120d,0.542692,Consumer Discretionary,0.022515,2.742934
2026-04-29,CYTK,120d,0.401384,Biotech,-0.380256,1.107498
2026-04-29,ETH,120d,0.317003,,-0.266295,0.367976
2026-04-29,ETHA,120d,0.315688,,-0.265985,0.365738
2026-04-29,FETH,120d,0.315853,,-0.2653,0.363564
2026-04-29,FSLR,120d,0.335337,Energy Transition,-0.248842,0.637789
2026-04-29,FTAI,120d,0.325515,Industrials,-0.210115,1.033331
2026-04-29,KRYS,120d,0.467964,Biotech,-0.100135,0.6934
2026-04-29,MEDP,120d,0.39914,Healthcare,-0.11298,0.978483
2026-04-29,MKSI,120d,0.384593,Technology,-0.22809,0.722394
2026-04-29,MMYT,120d,0.509353,Consumer Discretionary,-0.262231,0.99708
2026-04-29,MSTR,120d,0.360683,Technology,-0.527137,2.288606
2026-04-29,MU,120d,0.350174,Technology,-0.02215,1.524233
2026-04-29,PRAX,120d,0.799267,Healthcare,-0.42184,3.639185
2026-04-29,PSTG,120d,0.422081,Technology,-0.0684,0.801688
2026-04-29,SVIX,120d,0.349384,,-0.439713,0.393758
2026-04-29,TMDX,120d,0.318968,Healthcare,-0.107472,0.969274
2026-04-29,VKTX,120d,0.461881,Biotech,-0.443073,4.494963
2026-04-29,ZETA,120d,0.638429,Technology,-0.370393,1.202389
2026-04-30,RBRK,5d,0.11681,Technology,-0.079775,0.364575
2026-04-30,ANF,20d,0.15581,Consumer Discretionary,-0.011657,0.285066
2026-04-30,APGE,20d,0.227267,Biotech,-0.197796,0.744361
2026-04-30,COIN,20d,0.404613,Financials,-0.140339,0.53913
2026-04-30,CVNA,20d,0.164508,Consumer Discretionary,-0.192581,0.781101
2026-04-30,ELF,20d,0.209741,Consumer Staples,-0.027012,0.315827
2026-04-30,HOOD,20d,0.24722,Financials,0.020605,0.562723
2026-04-30,INSM,20d,0.204008,Healthcare,-0.056489,1.479571
2026-04-30,KYMR,20d,0.156557,Biotech,-0.128855,0.361317
2026-04-30,MDGL,20d,0.158104,Biotech,-0.031626,0.302579
2026-04-30,QXO,20d,0.208184,Industrials,-0.086275,2.550699
2026-04-30,SATS,20d,0.182344,Communication Services,-0.074571,0.611197
2026-04-30,SOFI,20d,0.269551,Financials,-0.107404,0.415585
2026-04-30,TLRY,20d,0.174236,Healthcare,-0.147277,0.342245
2026-04-30,UPST,20d,0.261101,Financials,-0.181001,0.849282
2026-04-30,ZIM,20d,0.177482,Industrials,-0.062561,0.559229
2026-04-30,AMD,60d,0.33614,Semiconductors,-0.290675,0.494573
2026-04-30,APGE,60d,0.364384,Biotech,-0.306859,1.047139
2026-04-30,BLD,60d,0.287047,Industrials,-0.210915,0.430395
2026-04-30,BLDR,60d,0.30234,Industrials,-0.254829,0.404327
2026-04-30,CAVA,60d,0.297168,Consumer Discretionary,-0.335981,0.63063
2026-04-30,CELH,60d,0.283458,Consumer Staples,-0.56781,0.578556
2026-04-30,CG,60d,0.256693,Financials,-0.081859,0.398695
2026-04-30,COIN,60d,0.296186,Financials,-0.276133,0.656537
2026-04-30,CVNA,60d,0.312117,Consumer Discretionary,-0.108338,1.212822
2026-04-30,DAVE,60d,0.857669,Technology,-0.232698,3.274569
2026-04-30,ETH,60d,0.55605,,-0.414384,0.755303
2026-04-30,ETHA,60d,0.551321,,-0.41483,0.755301
2026-04-30,ETHE,60d,0.324964,,-0.388596,0.729892
2026-04-30,FETH,60d,0.555182,,-0.414314,0.755644
2026-04-30,HOOD,60d,0.266882,Financials,-0.003537,0.769538
2026-04-30,IBP,60d,0.390008,Consumer Discretionary,-0.249915,0.608788
2026-04-30,INSP,60d,0.329009,Healthcare,-0.368508,0.292953
2026-04-30,LQDA,60d,0.495917,Healthcare,-0.061682,1.123912
2026-04-30,MEDP,60d,0.393374,Healthcare,-0.044598,0.525563
2026-04-30,MHK,60d,0.328782,Consumer Discretionary,-0.15427,0.358199
2026-04-30,MOD,60d,0.258677,Consumer Discretionary,-0.383099,0.732909
2026-04-30,MSTR,60d,0.257068,Technology,-0.24234,0.963961
2026-04-30,TOST,60d,0.256959,Technology,-0.131387,0.553033
2026-04-30,VKTX,60d,0.871692,Biotech,-0.442462,3.196133
2026-04-30,APGE,120d,0.474062,Biotech,-0.190512,2.004398
2026-04-30,CAVA,120d,0.552267,Consumer Discretionary,-0.432516,1.356368
2026-04-30,CGON,120d,0.313118,Biotech,-0.291249,0.654166
2026-04-30,CVLT,120d,0.332191,Technology,-0.312286,0.565033
2026-04-30,CVNA,120d,0.710306,Consumer Discretionary,0.064163,2.742934
2026-04-30,CYTK,120d,0.401384,Biotech,-0.385707,1.058174
2026-04-30,EAT,120d,0.374973,Consumer Discretionary,-0.123377,0.800679
2026-04-30,ERO,120d,0.318673,Materials,-0.232117,0.864149
2026-04-30,FTAI,120d,0.325356,Industrials,-0.267606,1.016938
2026-04-30,KRYS,120d,0.414151,Biotech,-0.324976,0.656767
2026-04-30,MEDP,120d,0.421475,Healthcare,-0.12618,0.978483
2026-04-30,MKSI,120d,0.400074,Technology,-0.242392,0.712615
2026-04-30,MMYT,120d,0.423955,Consumer Discretionary,-0.277099,0.99708
2026-04-30,MSTR,120d,0.510269,Technology,-0.450475,2.250334
2026-04-30,MU,120d,0.306082,Technology,-0.124526,1.138499
2026-04-30,PRAX,120d,0.799267,Healthcare,-0.468154,3.249418
2026-04-30,PSTG,120d,0.421075,Technology,-0.121537,0.801688
2026-04-30,RVMD,120d,0.33699,Healthcare,-0.195926,0.849801
2026-04-30,SFM,120d,0.458794,Consumer Staples,-0.508427,0.886415
2026-04-30,SMTC,120d,0.369141,Technology,-0.395951,1.476759
2026-04-30,SVIX,120d,0.301533,,-0.507833,0.364063
2026-04-30,TMDX,120d,0.446331,Healthcare,-0.379803,0.962353
2026-04-30,TTD,120d,0.45478,Communication Services,-0.460936,0.394819
2026-04-30,VKTX,120d,0.521169,Biotech,-0.473673,4.992616
2026-04-30,ZETA,120d,0.724219,Technology,-0.43926,1.17258
2026-05-01,UPST,5d,0.090487,Financials,-0.08029,0.267837
2026-05-01,AFRM,20d,0.155394,Financials,-0.110226,0.768349
2026-05-01,APGE,20d,0.17334,Biotech,-0.134215,0.744361
2026-05-01,COIN,20d,0.404613,Financials,-0.169583,0.53913
2026-05-01,EL,20d,0.156903,Consumer Staples,-0.143574,0.250325
2026-05-01,ELF,20d,0.201561,Consumer Staples,-0.027012,0.315305
2026-05-01,HOOD,20d,0.256038,Financials,0.032445,0.544293
2026-05-01,INSM,20d,0.232306,Healthcare,-0.056489,0.641974
2026-05-01,QXO,20d,0.194743,Industrials,-0.094828,2.550699
2026-05-01,SKYT,20d,0.150155,Technology,-0.021125,0.636507
2026-05-01,SOFI,20d,0.217759,Financials,-0.110445,0.414459
2026-05-01,TLRY,20d,0.174236,Healthcare,-0.132038,0.342245
2026-05-01,UPST,20d,0.316837,Financials,-0.150029,0.83606
2026-05-01,VSAT,20d,0.267849,Technology,-0.21133,0.712676
2026-05-01,W,20d,0.20102,Consumer Discretionary,-0.207433,0.344994
2026-05-01,AMD,60d,0.360177,Semiconductors,-0.290675,0.494573
2026-05-01,AMR,60d,0.268214,Materials,-0.437378,0.465536
2026-05-01,APLS,60d,0.256747,Biotech,-0.325007,0.50137
2026-05-01,BLD,60d,0.291745,Industrials,-0.210915,0.458424
2026-05-01,BLDR,60d,0.284642,Industrials,-0.254829,0.404327
2026-05-01,CELH,60d,0.377363,Consumer Staples,-0.173048,0.578556
2026-05-01,CG,60d,0.268302,Financials,-0.071174,0.40391
2026-05-01,ETH,60d,0.61103,,-0.411984,0.738082
2026-05-01,ETHA,60d,0.606981,,-0.412355,0.737429
2026-05-01,ETHE,60d,0.349736,,-0.388596,0.720404
2026-05-01,FETH,60d,0.611367,,-0.411716,0.738051
2026-05-01,IBP,60d,0.424942,Consumer Discretionary,-0.249915,0.622199
2026-05-01,KSS,60d,0.260702,Consumer Discretionary,-0.23284,0.836955
2026-05-01,LIF,60d,0.327069,Technology,-0.192692,0.419779
2026-05-01,LQDA,60d,0.495917,Healthcare,-0.066519,1.088185
2026-05-01,MEDP,60d,0.41964,Healthcare,-0.039553,0.575993
2026-05-01,MHK,60d,0.300461,Consumer Discretionary,-0.14753,0.358199
2026-05-01,MOD,60d,0.271823,Consumer Discretionary,-0.383099,0.732909
2026-05-01,RDDT,60d,0.506147,Communication Services,-0.062804,1.174013
2026-05-01,Z,60d,0.260851,Communication Services,-0.128287,0.349624
2026-05-01,APGE,120d,0.532425,Biotech,-0.190512,1.947061
2026-05-01,CGON,120d,0.431321,Biotech,-0.289906,0.663518
2026-05-01,CVNA,120d,0.523376,Consumer Discretionary,0.014771,2.742934
2026-05-01,CYTK,120d,0.515797,Biotech,-0.385707,1.077359
2026-05-01,ERO,120d,0.356261,Materials,-0.248455,0.892619
2026-05-01,FTAI,120d,0.318093,Industrials,-0.267606,1.022174
2026-05-01,KRYS,120d,0.467964,Biotech,-0.324976,0.656767
2026-05-01,MEDP,120d,0.422666,Healthcare,-0.123521,0.978483
2026-05-01,MKSI,120d,0.412216,Technology,-0.242392,0.714451
2026-05-01,MSTR,120d,0.33776,Technology,-0.532682,2.250334
2026-05-01,MU,120d,0.350174,Technology,-0.09609,1.384317
2026-05-01,PRAX,120d,0.833795,Healthcare,-0.468154,3.630912
2026-05-01,PSTG,120d,0.402443,Technology,-0.091418,0.683334
2026-05-01,RVMD,120d,0.338296,Healthcare,-0.195926,0.888712
2026-05-01,SFM,120d,0.377285,Consumer Staples,-0.530186,0.876544
2026-05-01,SVIX,120d,0.343447,,-0.507833,0.388541
2026-05-01,TTD,120d,0.310886,Communication Services,-0.469002,0.394819
2026-05-01,VKTX,120d,0.321346,Biotech,-0.473673,4.66103
2026-05-01,ZETA,120d,0.654951,Technology,-0.43926,1.17258
2026-05-04,COIN,5d,0.085096,Financials,-0.027224,0.193864
2026-05-04,APGE,20d,0.227936,Biotech,-0.124691,0.846838
2026-05-04,BBIO,20d,0.144617,Biotech,-0.104187,0.473892
2026-05-04,COIN,20d,0.374357,Financials,-0.140339,0.559598
2026-05-04,CVNA,20d,0.164508,Consumer Discretionary,-0.192581,0.779167
2026-05-04,ELF,20d,0.201885,Consumer Staples,-0.03517,0.369576
2026-05-04,HOOD,20d,0.242221,Financials,0.032445,0.544293
2026-05-04,INSM,20d,0.180942,Healthcare,-0.056489,0.654419
2026-05-04,MSTR,20d,0.162116,Technology,-0.16672,1.145872
2026-05-04,QXO,20d,0.204059,Industrials,-0.105712,2.550699
2026-05-04,TLRY,20d,0.174236,Healthcare,-0.147374,0.339336
2026-05-04,UPST,20d,0.261101,Financials,-0.16778,0.836784
2026-05-04,W,20d,0.172793,Consumer Discretionary,-0.207433,0.344146
2026-05-04,APP,60d,0.228553,Communication Services,-0.033559,0.706647
2026-05-04,CELH,60d,0.337538,Consumer Staples,-0.173048,0.58023
2026-05-04,COIN,60d,0.229155,Financials,-0.276133,0.613287
2026-05-04,CVNA,60d,0.262311,Consumer Discretionary,-0.108338,1.212822
2026-05-04,DAVE,60d,0.236786,Technology,-0.139388,3.110199
2026-05-04,ETH,60d,0.61103,,-0.412954,0.732995
2026-05-04,ETHA,60d,0.606981,,-0.413416,0.732528
2026-05-04,ETHE,60d,0.267771,,-0.388596,0.719605
2026-05-04,FETH,60d,0.611367,,-0.412804,0.730708
2026-05-04,IBP,60d,0.299702,Consumer Discretionary,-0.249915,0.622199
2026-05-04,LIF,60d,0.309005,Technology,-0.199231,0.412982
2026-05-04,LQDA,60d,0.37185,Healthcare,-0.181764,1.069546
2026-05-04,MEDP,60d,0.35839,Healthcare,-0.039553,0.524928
2026-05-04,MHK,60d,0.246418,Consumer Discretionary,-0.153791,0.356186
2026-05-04,RDDT,60d,0.442173,Communication Services,-0.074729,1.310802
2026-05-04,VKTX,60d,0.24422,Biotech,-0.442462,3.196133
2026-05-04,Z,60d,0.24798,Communication Services,-0.260481,0.33208
2026-05-04,ZG,60d,0.221058,Communication Services,-0.2446,0.329034
2026-05-04,CAVA,120d,0.393879,Consumer Discretionary,-0.427431,1.336115
2026-05-04,CVNA,120d,0.555118,Consumer Discretionary,0.061826,2.742934
2026-05-04,ETH,120d,0.317003,,-0.277257,0.367976
2026-05-04,ETHA,120d,0.315688,,-0.276704,0.365738
2026-05-04,FETH,120d,0.315853,,-0.276766,0.363564
2026-05-04,FSLR,120d,0.308626,Energy Transition,-0.247639,0.637789
2026-05-04,FTAI,120d,0.325515,Industrials,-0.267606,1.026014
2026-05-04,INSM,120d,0.39769,Healthcare,-0.075605,1.895083
2026-05-04,KRYS,120d,0.457441,Biotech,-0.324976,0.656767
2026-05-04,MEDP,120d,0.34255,Healthcare,-0.123521,0.978483
2026-05-04,MMYT,120d,0.47883,Consumer Discretionary,-0.262231,0.99708
2026-05-04,MSTR,120d,0.360683,Technology,-0.469641,2.288606
2026-05-04,PRAX,120d,0.377162,Healthcare,-0.468154,3.433793
