run_date,ticker,horizon,predicted_edge,actual_return,regime_alpha
2026-02-23,CHYM,5d,0.057336,0.168388,0.111052
2026-02-23,ALHC,20d,0.153501,-0.1201,-0.273601
2026-02-23,CHYM,20d,0.226032,0.021694,-0.204338
2026-02-23,ALHC,60d,0.137166,-0.177889,-0.315055
2026-02-23,CCI,60d,0.148657,0.066068,-0.082589
2026-02-23,STNE,60d,0.223056,-0.252349,-0.475405
2026-02-23,CRSP,120d,0.315577,-0.007966,-0.323543
2026-02-23,FICO,120d,0.265201,-0.15282,-0.418021
2026-02-23,HIMS,120d,0.263292,0.814958,0.551666
2026-02-23,LIF,120d,0.24819,0.09027,-0.15792
2026-02-23,METC,120d,0.488169,-0.287791,-0.77596
2026-02-23,MMYT,120d,0.267291,0.092783,-0.174508
2026-02-23,OSCR,120d,0.332177,1.631325,1.299148
2026-02-23,QXO,120d,0.346883,-0.413026,-0.759909
2026-02-23,SMCI,120d,0.449924,0.297297,-0.152627
2026-02-23,STNE,120d,0.298849,-0.306116,-0.604965
2026-02-23,UBER,120d,0.244876,0.073954,-0.170922
2026-02-24,CHYM,20d,0.123025,-0.093,-0.216025
2026-02-24,KRMN,20d,0.119465,0.218182,0.098717
2026-02-24,ATRO,60d,0.229307,0.070538,-0.158769
2026-02-24,CGON,60d,0.202369,0.110045,-0.092324
2026-02-24,COPX,60d,0.160825,-0.118453,-0.279278
2026-02-24,ESLT,60d,0.175085,0.010705,-0.16438
2026-02-24,SLVP,60d,0.17485,-0.205476,-0.380326
2026-02-24,SPHR,60d,0.166954,0.187174,0.02022
2026-02-24,WDC,60d,0.195339,0.699523,0.504184
2026-02-24,AG,120d,0.260455,-0.335533,-0.595988
2026-02-24,AMAT,120d,0.253582,0.418187,0.164605
2026-02-24,ASML,120d,0.314467,0.261633,-0.052834
2026-02-24,ATRO,120d,0.304881,0.468594,0.163713
2026-02-24,CELC,120d,0.305798,-0.126193,-0.431991
2026-02-24,COGT,120d,0.291642,-0.033435,-0.325077
2026-02-24,EWY,120d,0.263242,0.280526,0.017284
2026-02-24,FIVE,120d,0.252339,0.077507,-0.174832
2026-02-24,KRYS,120d,0.253951,0.257887,0.003936
2026-02-24,REMX,120d,0.274459,-0.166438,-0.440897
2026-02-24,TTMI,120d,0.473069,0.321275,-0.151794
2026-02-24,VSAT,120d,0.555302,0.698873,0.143571
2026-02-25,ACMR,20d,0.136707,-0.333431,-0.470138
2026-02-25,ALB,60d,0.284924,-0.130439,-0.415363
2026-02-25,CGON,60d,0.246087,0.133357,-0.11273
2026-02-25,FORM,60d,0.437894,0.209487,-0.228407
2026-02-25,LITE,60d,0.580752,0.333306,-0.247446
2026-02-25,MU,60d,0.28192,0.777203,0.495283
2026-02-25,TER,60d,0.316022,0.031368,-0.284654
2026-02-25,VICR,60d,0.473453,0.360773,-0.11268
2026-02-25,WDC,60d,0.369212,0.672771,0.303559
2026-02-25,AG,120d,0.358168,-0.370409,-0.728577
2026-02-25,ASML,120d,0.301577,0.185223,-0.116354
2026-02-25,ATRO,120d,0.307323,0.368701,0.061378
2026-02-25,CELC,120d,0.426052,-0.131682,-0.557734
2026-02-25,CGON,120d,0.545928,0.338656,-0.207272
2026-02-25,CHYM,120d,0.318029,0.511606,0.193577
2026-02-25,COGT,120d,0.531669,-0.064298,-0.595967
2026-02-25,DOCN,120d,0.285551,1.113211,0.82766
2026-02-25,FIVE,120d,0.325069,0.069072,-0.255997
2026-02-25,LNTH,120d,0.291484,0.324089,0.032605
2026-02-25,REMX,120d,0.417095,-0.220468,-0.637563
2026-02-25,SEB,120d,0.286124,-0.102686,-0.38881
2026-02-25,TTMI,120d,0.655091,0.154786,-0.500305
2026-02-25,VICR,120d,0.343118,0.229509,-0.113609
2026-02-25,VSAT,120d,0.595769,0.596097,0.000328
2026-02-26,ACMR,20d,0.116899,-0.277963,-0.394862
2026-02-26,CHYM,20d,0.131616,-0.259491,-0.391107
2026-02-26,ALB,60d,0.284924,-0.069891,-0.354815
2026-02-26,ATRO,60d,0.269835,0.008229,-0.261606
2026-02-26,LITE,60d,0.528026,0.398671,-0.129355
2026-02-26,MU,60d,0.339743,0.807959,0.468216
2026-02-26,SCCO,60d,0.227095,-0.154351,-0.381446
2026-02-26,TER,60d,0.307379,0.077774,-0.229605
2026-02-26,VICR,60d,0.487835,0.3032,-0.184635
2026-02-26,WDC,60d,0.249488,0.716605,0.467117
2026-02-26,AG,120d,0.281402,-0.328266,-0.609668
2026-02-26,ASML,120d,0.268002,0.200865,-0.067137
2026-02-26,ATRO,120d,0.323103,0.275966,-0.047137
2026-02-26,CAR,120d,0.457166,0.465299,0.008133
2026-02-26,CELC,120d,0.305798,-0.157217,-0.463015
2026-02-26,CHYM,120d,0.318029,0.379641,0.061612
2026-02-26,COGT,120d,0.319342,-0.066143,-0.385485
2026-02-26,EWY,120d,0.270021,0.159697,-0.110324
2026-02-26,FIVE,120d,0.290134,0.075338,-0.214796
2026-02-26,REMX,120d,0.309936,-0.221095,-0.531031
2026-02-26,TTMI,120d,0.592371,0.082001,-0.51037
2026-02-26,VICR,120d,0.303938,0.056944,-0.246994
2026-02-26,VSAT,120d,0.575618,0.664207,0.088589
2026-02-27,FN,20d,0.119013,0.01162,-0.107393
2026-02-27,KTOS,20d,0.117859,-0.165236,-0.283095
2026-02-27,BRZE,60d,0.149691,0.340179,0.190488
2026-02-27,STNE,60d,0.227326,-0.186527,-0.413853
2026-02-27,TTAN,60d,0.16091,-0.13372,-0.29463
2026-02-27,AG,120d,0.245338,-0.336891,-0.582229
2026-02-27,ATRO,120d,0.244362,0.182128,-0.062234
2026-02-27,CELC,120d,0.422747,-0.18924,-0.611987
2026-02-27,CRSP,120d,0.269909,-0.033588,-0.303497
2026-02-27,ONTO,120d,0.250162,0.384223,0.134061
2026-02-27,PRAX,120d,0.281691,0.082643,-0.199048
2026-02-27,QXO,120d,0.294014,-0.443006,-0.73702
2026-02-27,STNE,120d,0.244128,-0.339999,-0.584127
2026-02-27,TTMI,120d,0.300623,0.097276,-0.203347
2026-02-27,VSAT,120d,0.524841,0.617082,0.092241
2026-03-02,RDDT,5d,0.051332,-0.05608,-0.107412
2026-03-02,CHYM,20d,0.133193,-0.230327,-0.36352
2026-03-02,KRMN,20d,0.17385,-0.19583,-0.36968
2026-03-02,ATRO,60d,0.229307,0.044991,-0.184316
2026-03-02,DG,60d,0.185294,-0.313165,-0.498459
2026-03-02,ESLT,60d,0.205865,0.000418,-0.205447
2026-03-02,GDXJ,60d,0.140473,-0.273947,-0.41442
2026-03-02,STNE,60d,0.239532,-0.193249,-0.432781
2026-03-02,ACMR,120d,0.270092,0.390475,0.120383
2026-03-02,AG,120d,0.281402,-0.331457,-0.612859
2026-03-02,ALGM,120d,0.246515,0.015578,-0.230937
2026-03-02,ATRO,120d,0.305595,0.201401,-0.104194
2026-03-02,CAR,120d,0.299112,0.531815,0.232703
2026-03-02,EWY,120d,0.261246,0.208757,-0.052489
2026-03-02,LEU,120d,0.292344,-0.104476,-0.39682
2026-03-02,STNE,120d,0.266099,-0.334697,-0.600796
2026-03-02,TTMI,120d,0.424947,-0.02177,-0.446717
2026-03-02,VSAT,120d,0.597483,0.58171,-0.015773
2026-03-03,ALHC,20d,0.24978,-0.044986,-0.294766
2026-03-03,CHYM,20d,0.180337,-0.177788,-0.358125
2026-03-03,FN,20d,0.132951,-0.056977,-0.189928
2026-03-03,ANF,60d,0.285846,-0.17174,-0.457586
2026-03-03,ATRO,60d,0.240406,0.165037,-0.075369
2026-03-03,CHYM,60d,0.391134,-0.205443,-0.596577
2026-03-03,CRSP,120d,0.253391,-0.011712,-0.265103
2026-03-03,ESLT,120d,0.261717,-0.105256,-0.366973
2026-03-03,LIF,120d,0.267502,0.013191,-0.254311
2026-03-03,OSCR,120d,0.311492,1.398317,1.086825
2026-03-03,QXO,120d,0.288404,-0.382232,-0.670636
2026-03-03,SMCI,120d,0.413904,0.152542,-0.261362
2026-03-03,STNE,120d,0.300711,-0.146138,-0.446849
2026-03-03,UBER,120d,0.276863,0.027567,-0.249296
2026-03-03,VSAT,120d,0.55588,0.602139,0.046259
2026-03-03,ZS,120d,0.302187,0.139781,-0.162406
2026-03-04,UNG,5d,0.054684,0.093379,0.038695
2026-03-04,BBIO,20d,0.114584,0.118876,0.004292
2026-03-04,CHYM,20d,0.179716,-0.172735,-0.352451
2026-03-04,RIVN,20d,0.12839,0.00134,-0.12705
2026-03-04,UNG,20d,0.130157,-0.03056,-0.160717
2026-03-04,BHF,60d,0.219402,0.026588,-0.192814
2026-03-04,CELC,60d,0.358298,0.184525,-0.173773
2026-03-04,CHYM,60d,0.458797,-0.174067,-0.632864
2026-03-04,GH,60d,0.380376,0.394216,0.01384
2026-03-04,KLAR,60d,0.234836,0.347826,0.11299
2026-03-04,LQDA,60d,0.241455,0.799302,0.557847
2026-03-04,LULU,60d,0.230607,-0.242653,-0.47326
2026-03-04,OPCH,60d,0.207123,-0.320638,-0.527761
2026-03-05,UNG,5d,0.053124,0.082158,0.029034
2026-03-05,CHYM,20d,0.179716,-0.16746,-0.347176
2026-03-05,UNG,20d,0.104837,-0.058091,-0.162928
2026-03-05,AS,60d,0.199151,0.013296,-0.185855
2026-03-05,CHYM,60d,0.310013,-0.168325,-0.478338
2026-03-05,ESTC,60d,0.172706,0.283666,0.11096
2026-03-05,GH,60d,0.170001,0.394902,0.224901
2026-03-05,LULU,60d,0.194789,-0.237268,-0.432057
2026-03-05,RBLX,60d,0.19621,-0.288741,-0.484951
2026-03-06,CHYM,5d,0.072817,-0.072874,-0.145691
2026-03-06,ALHC,20d,0.165038,0.012473,-0.152565
2026-03-06,AMRZ,20d,0.137038,-0.060736,-0.197774
2026-03-06,CAI,20d,0.224643,0.022593,-0.20205
2026-03-06,CHYM,20d,0.418979,-0.129105,-0.548084
2026-03-06,AS,60d,0.22304,0.042084,-0.180956
2026-03-06,CHYM,60d,0.241517,-0.163293,-0.40481
2026-03-06,DUOL,60d,0.237329,0.078787,-0.158542
2026-03-06,ESLT,60d,0.209679,-0.091943,-0.301622
2026-03-06,FIVE,60d,0.172384,0.023644,-0.14874
2026-03-06,LBRDK,60d,0.178528,-0.392831,-0.571359
2026-03-06,LTH,60d,0.218536,0.267245,0.048709
2026-03-06,LULU,60d,0.205943,-0.256627,-0.46257
2026-03-09,CHYM,5d,0.053478,-0.100751,-0.154229
2026-03-09,ALHC,20d,0.184923,0.188804,0.003881
2026-03-09,CHYM,20d,0.179716,-0.154662,-0.334378
2026-03-09,IOT,20d,0.12881,-0.108021,-0.236831
2026-03-09,ANF,60d,0.29314,-0.114176,-0.407316
2026-03-09,AS,60d,0.199151,0.008216,-0.190935
2026-03-09,CHYM,60d,0.310013,-0.220062,-0.530075
2026-03-09,ESTC,60d,0.232486,0.203756,-0.02873
2026-03-10,CRS,5d,0.051748,-0.051213,-0.102961
2026-03-10,ALHC,20d,0.25265,0.177348,-0.075302
2026-03-10,AVAV,20d,0.148524,-0.156294,-0.304818
2026-03-10,IOT,20d,0.14955,-0.109423,-0.258973
2026-03-10,ANF,60d,0.268328,-0.105609,-0.373937
2026-03-10,ESTC,60d,0.198281,0.255352,0.057071
2026-03-10,MSTR,60d,0.233623,-0.065651,-0.299274
2026-03-10,PINS,60d,0.203589,0.11461,-0.088979
2026-03-10,WING,60d,0.180839,-0.333646,-0.514485
2026-03-11,ALHC,20d,0.196631,0.187118,-0.009513
2026-03-11,FN,20d,0.158134,0.179143,0.021009
2026-03-11,OKTA,20d,0.123027,-0.161905,-0.284932
2026-03-11,ANF,60d,0.29314,-0.136801,-0.429941
2026-03-11,ESTC,60d,0.198281,0.169158,-0.029123
2026-03-11,GAP,60d,0.184112,-0.077585,-0.261697
2026-03-11,LULU,60d,0.183093,-0.298298,-0.481391
2026-03-11,WING,60d,0.180839,-0.316642,-0.497481
2026-03-12,OSCR,5d,0.085281,0.023077,-0.062204
2026-03-12,ALHC,20d,0.172125,0.19743,0.025305
2026-03-12,ANF,20d,0.156017,0.170195,0.014178
2026-03-12,AVAV,20d,0.157601,-0.151784,-0.309385
2026-03-12,CVNA,20d,0.206986,0.149228,-0.057758
2026-03-12,FN,20d,0.179337,0.291205,0.111868
2026-03-12,RIVN,20d,0.146542,0.008497,-0.138045
2026-03-12,SVIX,20d,0.155194,0.055523,-0.099671
2026-03-12,ANF,60d,0.263321,-0.054234,-0.317555
2026-03-12,ATRO,60d,0.197809,0.242741,0.044932
2026-03-12,CHWY,60d,0.211153,-0.180894,-0.392047
2026-03-12,CORT,60d,0.23017,1.26397,1.0338
2026-03-12,GEV,60d,0.181979,0.122946,-0.059033
2026-03-12,LBRDK,60d,0.189268,-0.381484,-0.570752
2026-03-12,MSTR,60d,0.259916,-0.073831,-0.333747
2026-03-12,TTAN,60d,0.275774,-0.035691,-0.311465
2026-03-13,ARRY,5d,0.072923,-0.033189,-0.106112
2026-03-13,AFRM,20d,0.195766,0.108575,-0.087191
2026-03-13,CVNA,20d,0.140306,0.196968,0.056662
2026-03-13,DUOL,20d,0.151643,-0.049395,-0.201038
2026-03-13,RDDT,20d,0.143719,0.128362,-0.015357
2026-03-13,AFRM,60d,0.425803,0.388865,-0.036938
2026-03-13,ANF,60d,0.286971,0.022111,-0.26486
2026-03-13,DUOL,60d,0.413997,0.197886,-0.216111
2026-03-13,ETHE,60d,0.278505,-0.213169,-0.491674
2026-03-13,LIF,60d,0.306866,0.140223,-0.166643
2026-03-13,MSTR,60d,0.357469,-0.162168,-0.519637
2026-03-13,RBLX,60d,0.241795,-0.237859,-0.479654
2026-03-13,STNE,60d,0.225703,-0.065623,-0.291326
2026-03-13,TTAN,60d,0.275774,-0.001271,-0.277045
2026-03-13,WING,60d,0.280441,-0.291075,-0.571516
2026-03-16,ALHC,20d,0.172125,0.215306,0.043181
2026-03-16,ANF,20d,0.117405,0.073647,-0.043758
2026-03-16,SN,20d,0.125558,0.13288,0.007322
2026-03-16,AFRM,60d,0.328766,0.317048,-0.011718
2026-03-16,AS,60d,0.209659,0.006259,-0.2034
2026-03-16,DUOL,60d,0.346824,0.19588,-0.150944
2026-03-16,LIF,60d,0.302359,0.093103,-0.209256
2026-03-16,MSTR,60d,0.315219,-0.218072,-0.533291
2026-03-16,RBLX,60d,0.249862,-0.298631,-0.548493
2026-03-16,TTAN,60d,0.30681,0.006769,-0.300041
2026-03-16,WING,60d,0.272454,-0.267352,-0.539806
2026-03-17,ALHC,20d,0.155428,0.167411,0.011983
2026-03-17,ANF,20d,0.158085,0.058204,-0.099881
2026-03-17,FN,20d,0.140909,0.371565,0.230656
2026-03-17,AFRM,60d,0.360205,0.398023,0.037818
2026-03-17,ANF,60d,0.270008,0.0486,-0.221408
2026-03-17,GBTC,60d,0.266246,-0.150826,-0.417072
2026-03-17,LIF,60d,0.302359,0.088985,-0.213374
2026-03-17,MSTR,60d,0.267306,-0.200492,-0.467798
2026-03-17,WING,60d,0.270803,-0.221178,-0.491981
2026-03-18,ARRY,5d,0.084272,0.126822,0.04255
2026-03-18,ALHC,20d,0.141603,0.144585,0.002982
2026-03-18,ANF,20d,0.156017,0.080493,-0.075524
2026-03-18,CORT,20d,0.159522,0.32012,0.160598
2026-03-18,CVNA,20d,0.190064,0.244084,0.05402
2026-03-18,RDDT,20d,0.142312,0.137685,-0.004627
2026-03-18,ADBE,60d,0.17961,-0.17065,-0.35026
2026-03-18,ANF,60d,0.263321,0.053507,-0.209814
2026-03-18,ATRO,60d,0.186209,0.386282,0.200073
2026-03-18,CHWY,60d,0.23439,-0.20633,-0.44072
2026-03-18,CORT,60d,0.216988,1.48979,1.272802
2026-03-18,CVNA,60d,0.204335,0.100731,-0.103604
2026-03-18,DG,60d,0.19005,-0.08941,-0.27946
2026-03-18,DUOL,60d,0.403155,0.225687,-0.177468
2026-03-18,GEV,60d,0.225073,0.09574,-0.129333
2026-03-18,MNDY,60d,0.195249,0.048668,-0.146581
2026-03-18,MSTR,60d,0.260953,-0.118028,-0.378981
2026-03-18,TMDX,60d,0.244793,-0.355976,-0.600769
2026-03-18,TTAN,60d,0.275774,-0.028659,-0.304433
2026-03-19,GEV,5d,0.065387,-0.004867,-0.070254
2026-03-19,AFRM,20d,0.259544,0.451722,0.192178
2026-03-19,DUOL,20d,0.178406,0.009086,-0.16932
2026-03-19,MSTR,20d,0.160037,0.204572,0.044535
2026-03-19,RDDT,20d,0.168606,0.185925,0.017319
2026-03-19,AFRM,60d,0.596395,0.618276,0.021881
2026-03-19,ANF,60d,0.440206,0.026595,-0.413611
2026-03-19,BITO,60d,0.263328,-0.060767,-0.324095
2026-03-19,DUOL,60d,0.344111,0.275639,-0.068472
2026-03-19,ELF,60d,0.241164,-0.128202,-0.369366
2026-03-19,ESTC,60d,0.310553,0.129646,-0.180907
2026-03-19,ETHE,60d,0.389616,-0.152161,-0.541777
2026-03-19,GAP,60d,0.257974,-0.075685,-0.333659
2026-03-19,GBTC,60d,0.47986,-0.055931,-0.535791
2026-03-19,IT,60d,0.258385,-0.103541,-0.361926
2026-03-19,METC,60d,0.593794,0.015928,-0.577866
2026-03-19,MSTR,60d,0.366664,-0.05136,-0.418024
2026-03-19,QXO,60d,0.27831,-0.177022,-0.455332
2026-03-19,RBLX,60d,0.270637,-0.206189,-0.476826
2026-03-19,STNE,60d,0.394959,-0.038786,-0.433745
2026-03-19,TMDX,60d,0.356259,-0.336264,-0.692523
2026-03-19,TTAN,60d,0.275774,0.004233,-0.271541
2026-03-19,WING,60d,0.376785,-0.110255,-0.48704
2026-03-19,ZS,60d,0.26914,-0.160746,-0.429886
2026-03-20,SARO,5d,0.065922,-0.005469,-0.071391
2026-03-20,AFRM,20d,0.140713,0.530701,0.389988
2026-03-20,DUOL,20d,0.12559,0.06925,-0.05634
2026-03-20,ETHE,20d,0.165025,0.091825,-0.0732
2026-03-20,MSTR,20d,0.218475,0.259104,0.040629
2026-03-20,AFRM,60d,0.643554,0.704862,0.061308
2026-03-20,AMKR,60d,0.370928,0.891451,0.520523
2026-03-20,ANF,60d,0.455443,0.012275,-0.443168
2026-03-20,BURL,60d,0.316213,0.075552,-0.240661
2026-03-20,CCL,60d,0.282924,0.288941,0.006017
2026-03-20,DOCN,60d,0.345826,1.107441,0.761615
2026-03-20,DOCU,60d,0.275484,-0.059284,-0.334768
2026-03-20,DUOL,60d,0.413997,0.30617,-0.107827
2026-03-20,ELF,60d,0.368625,-0.076828,-0.445453
2026-03-20,ESTC,60d,0.318916,0.127556,-0.19136
2026-03-20,ETHE,60d,0.33415,-0.160792,-0.494942
2026-03-20,FOUR,60d,0.293064,0.003158,-0.289906
2026-03-20,GAP,60d,0.297149,-0.084698,-0.381847
2026-03-20,GBTC,60d,0.326943,-0.068436,-0.395379
2026-03-20,IT,60d,0.294424,-0.118766,-0.41319
2026-03-20,KBH,60d,0.279919,0.057915,-0.222004
2026-03-20,LIF,60d,0.403983,0.179011,-0.224972
2026-03-20,METC,60d,0.601238,0.028996,-0.572242
2026-03-20,MIR,60d,0.275322,-0.061789,-0.337111
2026-03-20,MSTR,60d,0.351015,-0.094722,-0.445737
2026-03-20,PI,60d,0.294831,0.321068,0.026237
2026-03-20,PINS,60d,0.288436,0.132762,-0.155674
2026-03-20,QXO,60d,0.3691,-0.087446,-0.456546
2026-03-20,RBLX,60d,0.306982,-0.133778,-0.44076
2026-03-20,RBRK,60d,0.513741,0.403815,-0.109926
2026-03-20,SIG,60d,0.338421,-0.007596,-0.346017
2026-03-20,STNE,60d,0.516594,-0.003506,-0.5201
2026-03-20,TGTX,60d,0.428767,0.680745,0.251978
2026-03-20,TMDX,60d,0.489388,-0.334328,-0.823716
2026-03-20,TTAN,60d,0.313771,-0.017272,-0.331043
2026-03-20,UPST,60d,0.379432,0.240955,-0.138477
2026-03-20,WING,60d,0.425613,-0.131256,-0.556869
2026-03-20,WIX,60d,0.334991,-0.496268,-0.831259
2026-03-20,Z,60d,0.288086,-0.243231,-0.531317
2026-03-20,ZS,60d,0.333885,-0.160032,-0.493917
2026-03-23,ARRY,5d,0.072923,0.019259,-0.053664
2026-03-23,AFRM,20d,0.161382,0.39948,0.238098
2026-03-23,DUOL,20d,0.12559,0.028872,-0.096718
2026-03-23,RDDT,20d,0.146808,0.112514,-0.034294
2026-03-23,AFRM,60d,0.491812,0.532279,0.040467
2026-03-23,ANF,60d,0.334314,-0.031996,-0.36631
2026-03-23,CBRL,60d,0.24329,0.642613,0.399323
2026-03-23,CHWY,60d,0.242507,-0.246715,-0.489222
2026-03-23,DG,60d,0.232715,-0.127125,-0.35984
2026-03-23,DLTR,60d,0.245868,-0.017179,-0.263047
2026-03-23,DUOL,60d,0.458175,0.236992,-0.221183
2026-03-23,ELF,60d,0.33312,-0.134038,-0.467158
2026-03-23,ETHE,60d,0.364479,-0.198116,-0.562595
2026-03-23,GAP,60d,0.227118,-0.146185,-0.373303
2026-03-23,GEV,60d,0.226377,0.188929,-0.037448
2026-03-23,LIF,60d,0.354566,0.142025,-0.212541
2026-03-23,MSTR,60d,0.351015,-0.156585,-0.5076
2026-03-23,QXO,60d,0.26617,-0.184236,-0.450406
2026-03-23,RBLX,60d,0.267734,-0.155172,-0.422906
2026-03-23,RBRK,60d,0.224474,0.352872,0.128398
2026-03-23,STNE,60d,0.394959,-0.072767,-0.467726
2026-03-23,TMDX,60d,0.365756,-0.346717,-0.712473
2026-03-23,TTAN,60d,0.291292,-0.071375,-0.362667
2026-03-23,WING,60d,0.362904,-0.179058,-0.541962
2026-03-23,ZS,60d,0.264288,-0.180632,-0.44492
2026-03-24,RDDT,5d,0.085986,-0.010799,-0.096785
2026-03-24,ANF,20d,0.138619,0.041198,-0.097421
2026-03-24,MSTR,20d,0.169943,0.316404,0.146461
2026-03-24,RDDT,20d,0.146808,0.207097,0.060289
2026-03-24,AFRM,60d,0.491812,0.650368,0.158556
2026-03-24,AI,60d,0.259602,0.242461,-0.017141
2026-03-24,AMKR,60d,0.370928,0.801866,0.430938
2026-03-24,ANF,60d,0.436227,-0.01801,-0.454237
2026-03-24,BURL,60d,0.303579,0.036291,-0.267288
2026-03-24,CCL,60d,0.269097,0.219438,-0.049659
2026-03-24,CHWY,60d,0.29809,-0.223454,-0.521544
2026-03-24,DLTR,60d,0.28828,0.048062,-0.240218
2026-03-24,DUOL,60d,0.445291,0.285422,-0.159869
2026-03-24,ELF,60d,0.356679,-0.049734,-0.406413
2026-03-24,ESTC,60d,0.307764,0.187236,-0.120528
2026-03-24,ETHE,60d,0.38058,-0.196041,-0.576621
2026-03-24,KBH,60d,0.260926,0.02898,-0.231946
2026-03-24,LIF,60d,0.355425,0.207984,-0.147441
2026-03-24,METC,60d,0.342505,-0.020994,-0.363499
2026-03-24,MSTR,60d,0.351015,-0.174092,-0.525107
2026-03-24,PI,60d,0.285745,0.262853,-0.022892
2026-03-24,QXO,60d,0.312003,-0.120357,-0.43236
2026-03-24,RBLX,60d,0.306982,-0.063091,-0.370073
2026-03-24,RBRK,60d,0.408651,0.460786,0.052135
2026-03-24,SIG,60d,0.292094,-0.001078,-0.293172
2026-03-24,STNE,60d,0.506202,-0.083046,-0.589248
2026-03-24,TGTX,60d,0.317338,0.761085,0.443747
2026-03-24,TMDX,60d,0.431061,-0.276625,-0.707686
2026-03-24,TTAN,60d,0.291292,-0.008949,-0.300241
2026-03-24,UPST,60d,0.268675,0.219173,-0.049502
2026-03-24,WING,60d,0.403598,-0.057424,-0.461022
2026-03-24,WIX,60d,0.312748,-0.517707,-0.830455
2026-03-24,Z,60d,0.261103,-0.291326,-0.552429
2026-03-24,ZS,60d,0.286891,-0.10444,-0.391331
2026-03-25,RDDT,5d,0.085986,-0.024708,-0.110694
2026-03-25,ETHE,20d,0.190986,0.064788,-0.126198
2026-03-25,MSTR,20d,0.245483,0.239632,-0.005851
2026-03-25,RDDT,20d,0.195548,0.095467,-0.100081
2026-03-25,SARO,20d,0.185931,-0.086336,-0.272267
2026-03-25,AFRM,60d,0.596395,0.602664,0.006269
2026-03-25,AMR,60d,0.281935,-0.1951,-0.477035
2026-03-25,ANF,60d,0.426746,-0.028007,-0.454753
2026-03-25,BITO,60d,0.348264,-0.098323,-0.446587
2026-03-25,BURL,60d,0.30235,0.033407,-0.268943
2026-03-25,COIN,60d,0.276502,-0.089785,-0.366287
2026-03-25,DUOL,60d,0.39731,0.283797,-0.113513
2026-03-25,ESTC,60d,0.322112,0.176011,-0.146101
2026-03-25,ETHE,60d,0.469219,-0.204016,-0.673235
2026-03-25,GAP,60d,0.340454,-0.166989,-0.507443
2026-03-25,GBTC,60d,0.586141,-0.0946,-0.680741
2026-03-25,IT,60d,0.268514,-0.163083,-0.431597
2026-03-25,METC,60d,0.762328,-0.036638,-0.798966
2026-03-25,MSTR,60d,0.400064,-0.213254,-0.613318
2026-03-25,RBLX,60d,0.314329,-0.165578,-0.479907
2026-03-25,STNE,60d,0.303813,-0.094667,-0.39848
2026-03-25,TGTX,60d,0.293114,0.709617,0.416503
2026-03-25,TMDX,60d,0.400975,-0.281746,-0.682721
2026-03-25,WING,60d,0.389163,-0.05516,-0.444323
2026-03-25,WIX,60d,0.304988,-0.530296,-0.835284
2026-03-25,ZS,60d,0.26914,-0.110298,-0.379438
2026-03-26,DUOL,5d,0.062344,-0.016002,-0.078346
2026-03-26,DUOL,20d,0.145658,0.054429,-0.091229
2026-03-26,ETHE,20d,0.139478,0.132946,-0.006532
2026-03-26,MSTR,20d,0.218475,0.286542,0.068067
2026-03-26,AFRM,60d,0.588428,0.638084,0.049656
2026-03-26,AMKR,60d,0.372761,0.923296,0.550535
2026-03-26,ANF,60d,0.36545,-0.06172,-0.42717
2026-03-26,CBRL,60d,0.301401,0.685391,0.38399
2026-03-26,CCL,60d,0.293451,0.143034,-0.150417
2026-03-26,CHWY,60d,0.296367,-0.339134,-0.635501
2026-03-26,COIN,60d,0.482762,-0.087669,-0.570431
2026-03-26,DAVE,60d,0.371983,0.775377,0.403394
2026-03-26,DLTR,60d,0.326337,0.070007,-0.25633
2026-03-26,DOCN,60d,0.380525,0.835786,0.455261
2026-03-26,DOCU,60d,0.383593,-0.095591,-0.479184
2026-03-26,DUOL,60d,0.445291,0.347263,-0.098028
2026-03-26,ELF,60d,0.466319,-0.050688,-0.517007
2026-03-26,FOUR,60d,0.363674,-0.201198,-0.564872
2026-03-26,GEV,60d,0.386446,0.185987,-0.200459
2026-03-26,KYMR,60d,0.340555,0.225368,-0.115187
2026-03-26,LIF,60d,0.432294,0.182964,-0.24933
2026-03-26,LULU,60d,0.317706,-0.280534,-0.59824
2026-03-26,LYFT,60d,0.303088,0.063486,-0.239602
2026-03-26,METC,60d,0.513676,-0.081603,-0.595279
2026-03-26,MIR,60d,0.30035,0.029041,-0.271309
2026-03-26,QXO,60d,0.592376,-0.174975,-0.767351
2026-03-26,RBLX,60d,0.321162,-0.125162,-0.446324
2026-03-26,RBRK,60d,0.419194,0.559992,0.140798
2026-03-26,SIG,60d,0.388946,-0.030352,-0.419298
2026-03-26,SNOW,60d,0.348786,0.419393,0.070607
2026-03-26,STNE,60d,0.516594,-0.073116,-0.58971
2026-03-26,TEAM,60d,0.303087,0.194041,-0.109046
2026-03-26,TGTX,60d,0.330388,0.686679,0.356291
2026-03-26,TMDX,60d,0.560995,-0.277593,-0.838588
2026-03-26,TPG,60d,0.342758,-0.004211,-0.346969
2026-03-26,UPST,60d,0.474607,0.242005,-0.232602
2026-03-26,VKTX,60d,0.363879,0.01635,-0.347529
2026-03-26,WING,60d,0.442907,-0.031347,-0.474254
2026-03-26,Z,60d,0.308029,-0.271381,-0.57941
2026-03-26,ZG,60d,0.299535,-0.273073,-0.572608
2026-03-26,ZS,60d,0.369171,-0.108339,-0.47751
